 ا 	 A
 نمڤقڽ دڠن اداڽ اڠكاو واهاي ڤنديكر كمنڠنكو تله ڤون منجادي كڤستين 	 Nampaknya dengan adanya engkau wahai pendekar kemenanganku telah pun menjadi kepastian
 تيڠڬل سكيتر سڤولوه دڤا سهاج دري كاوسن كاءين رنتڠ برماڠ چهاي ايت 	 Tinggal sekitar sepuluh depa sahaja dari kawasan kain rentang beremang cahaya itu
 تتاڤي دي تيدق ڤرنه دأرهكن اونتوق مڠيكوتي مريک سمنجق تيڠڬل دسيني 	 Tetapi dia tidak pernah diarahkan untuk mengikuti mereka semenjak tinggal di sini
 راج ڤتير يڠ تركجوت دڠن تيندقن ترسبوت مولا تراڬق-اڬق اونتوق مڽرڠ 	 Raja Petir yang terkejut dengan tindakan tersebut mula teragak-agak untuk menyerang
 جلس اولر٢ يڠ مڽرڠ مريک برتيݢ سماكين بركورڠن ستله كماتين راج اڤي 	 Jelas ular-ular yang menyerang mereka bertiga semakin berkurangan setelah kematian Raja Api
 نيرنام منڤوق-نڤوق لمبوت باهو تنترا ايت باڬاي ممبنركن دي برانسور 	 Nirnama menepuk-nepuk lembut bahu tentera itu bagai membenarkan dia beransur
 ڤندڠن كمبالي كتيتيق ڤرتموان انتارا لاڠيت دان لاءوت جاءوه دهادڤن 	 Pandangan kembali ke titik pertemuan antara langit dan laut jauh di hadapan
 داتوق نينيق دان سڬالا ڤنجاݢ اكن منجاڬمو نيرنام مڽنتوه دادا نديم 	 Datuk nenek dan segala penjaga akan menjagamu Nirnama menyentuh dada Nadim
 نديم منڤيس تاڠن نيرنام دان منومبوق لمبوت دادا للاكي برڤاروت ايت 	 Nadim menepis tangan Nirnama dan menumbuk lembut dada lelaki berparut itu
 سمڤت برتاءوت ڤندڠن سبلوم سام٢ ملاريكن انق مات ممندڠ لاءوتن لواس 	 Sempat bertaut pandangan sebelum sama-sama melarikan anak mata memandang lautan luas
 كڤديهن عاقبة كهيلڠن دان راس برساله يڠ ملمڤاو مولا مڠهوروڠي ديري 	 Kepedihan akibat kehilangan dan rasa bersalah yang melampau mula menghurungi diri
 هلامن ايت تمبه برڬڬر دڠن ستياڤ جوروس يڠ دلڤسكن اوليه مريک برتيݢ 	 Halaman itu tambah bergegar dengan setiap jurus yang dilepaskan oleh mereka bertiga
 ستروسڽ جک تياد ارل ملينتڠ كإيسوقن هاريڽ مريک اكن تورون دان ڤولڠ 	 Seterusnya jika tiada aral melintang keesokan harinya mereka akan turun dan pulang
 تيڠڬل اكو تيدق ماهو ترسڤيت سكيراڽ بڬيندا اد مڠاوتاراكن اڤ٢ حاجة 	 Tinggal aku tidak mahu tersepit sekiranya baginda ada mengutarakan apa-apa hajat
 برهادڤن دڠن سلطان محمود نديم ڤون تيدق براني برچلوتيه اتاو منچله 	 Berhadapan dengan Sultan Mahmud Nadim pun tidak berani berceloteh atau mencelah
 اكو تيدق بته ممبياركن توانكو سلطان تروس دڤندڠ سيروڠ اوليه كالين 	 Aku tidak betah membiarkan Tuanku Sultan terus dipandang serong oleh kalian
 سوڠڬوه كيت بڬيتو سوكچيتا دڠن كحاضيرن رومبوڠن ايستان سموتر ڤوتيه 	 Sungguh kita begitu sukacita dengan kehadiran rombongan Istana Semutar Putih
 اڬر سبارڠ انچمن داڤت دتليتي اوليه لقسامان مودا ايت ترلبيه دهولو 	 Agar sebarang ancaman dapat diteliti oleh laksamana muda itu terlebih dahulu
 ايتله جوݢ هارڤن سلطان منصور اڤابيلا مڠڠكتڽ منجادي لقسامان اوتام 	 Itulah juga harapan Sultan Mansur apabila mengangkatnya menjadi Laksamana Utama
 درڤد بوڽي يڠ سمڤاي كتليڠا دي تاهو بهاوا سرڠنڽ تيدق مڠناءي ساسرن 	 Daripada bunyi yang sampai ke telinga dia tahu bahawa serangannya tidak mengenai sasaran
 تتاڤي بارو سهاج دي مناريق ڤنومبوق واجهڽ دتمڤر اوليه هلاين كاءين 	 Tetapi baru sahaja dia menarik penumbuk wajahnya ditampar oleh helaian kain
 اڤابيلا كاكي كانن لاون دسمبوتڽ كاكي كيري ڤولا جاتوه مڠهنتم ڤروت 	 Apabila kaki kanan lawan disambutnya kaki kiri pula jatuh menghentam perut
 ليبسن لڠن باجو منجامه اڠين ببراڤ كالي اڤابيلا دي مڠيلق دڠن تڠكس 	 Libasan lengan baju menjamah angin beberapa kali apabila dia mengelak dengan tangkas
 سيلت ڬونتور برداره سيلت ڬايوڠ سيلت چكق سيلت سموتر موت باڽق لاڬي 	 Silat Guntur Berdarah Silat Gayong Silat Cekak Silat Semutar Maut banyak lagi
 منجاديكن وقتو ڤرجالنن لبيه ڤينديق دان جارق بوكن لاڬي ساتو هالڠن 	 Menjadikan waktu perjalanan lebih pendek dan jarak bukan lagi satu halangan
 اديواج منچاڤاي چاونڽ مڽليت ڤمڬڠ چاون ايت دأنتارا ايبو جاري كاكي 	 Adiwaja mencapai cawannya menyelit pemegang cawan itu di antara ibu jari kaki
 ڤرلاهن-لاهن اديواج ممباوا كاكيڽ كواجه دان مڠهيروڤ مينومن ترسبوت 	 Perlahan-lahan Adiwaja membawa kakinya ke wajah dan menghirup minuman tersebut
 نيرنام تيدق اكن سكالي-كالي لوڤا باڬايمان كچيواڽ اديواج كتيک ايت 	 Nirnama tidak akan sekali-kali lupa bagaimana kecewanya Adiwaja ketika itu
 دي مليهت ككندا سولوڠ سڤرڬوروانڽ ايت سدڠ برتلكو دأتس سهلاي كاءين 	 Dia melihat kakanda sulung seperguruannya itu sedang berteleku di atas sehelai kain
 اڤابيلا توبوهڽ سماكين همڤير دڠن نيرنام علاءالدين ملڤسكن تومبوقن 	 Apabila tubuhnya semakin hampir dengan Nirnama Alauddin melepaskan tumbukan
 حتى ڤركارا بوروق برلاكو كأتس سساورڠ حال ايت ڤستي اد حكمه دسيسيڽ 	 Hatta perkara buruk berlaku ke atas seseorang hal itu pasti ada hikmah di sisi-Nya
 اڤاكه اڠكاو اد جين يڠ جوݢ ممبريكن ڤرليندوڠن  نيرنام تيدق ممبالس 	 Apakah engkau ada jin yang juga memberikan perlindungan  Nirnama tidak membalas
 دي سوده ممڤو مندڠر دڠن جلس ستياڤ هلاين داون يڠ برڬرق دتياڤ اڠين 	 Dia sudah mampu mendengar dengan jelas setiap helaian daun yang bergerak ditiup angin
 تتاڤي بلاجر اونتوق مڠتاهوءيڽ دان عارف دالم چارا٢ اونتوق منڠكيسڽ 	 Tetapi belajar untuk mengetahuinya dan arif dalam cara-cara untuk menangkisnya
 صبر بيت اد حدڽ  ككندا توها مميمڤين تنترا ڤاليڠ راماي انتارا كيت 	 Sabar beta ada hadnya  Kakanda Tuha memimpin tentera paling ramai antara kita
 لودهن ايت برڬرق ترلالو لاجو سهيڠݢ ڤرڬرقن توها منجادي كوچر-كاچير 	 Ludahan itu bergerak terlalu laju sehingga pergerakan Tuha menjadi kucar-kacir
 موجور توها برجاي مڽإيمبڠكن ديري كمبالي منججق بومي دأتس دوا كاكي 	 Mujur Tuha berjaya menyeimbangkan diri kembali menjejak bumi di atas dua kaki
 سوده جاءوه بركلنا ڤولڠ ڤولا دڠن كچدراءن كمودين برهادڤن دڠن توها 	 Sudah jauh berkelana pulang pula dengan kecederaan kemudian berhadapan dengan Tuha
 نيرنام مماسڠ تليڠا باڬاي ممبري ڤلواڠ كڤد توها مڽمڤورناكن بيچارا 	 Nirnama memasang telinga bagai memberi peluang kepada Tuha menyempurnakan bicara
 جاڬت سوچي تله مڠڬوناكن ڤوتري ڬونوڠ ليدڠ اونتوق منجاتوهكن توانكو 	 Jagat Suci telah menggunakan Puteri Gunung Ledang untuk menjatuhkan tuanku
 برسأورڠن نيرنام كليهتن كلم-كابوت اڤابيلا برهادڤن دڠن مريک بردوا 	 Berseorangan Nirnama kelihatan kelam-kabut apabila berhadapan dengan mereka berdua
 ساعت سموا چوبا مڽايمبڠكن ديري ڤوتري ڬونوڠ ليدڠ مڠهيلڠ سرتا-مرتا 	 Saat semua cuba menyeimbangkan diri Puteri Gunung Ledang menghilang serta-merta
 اديواج منالاكن ڤندڠن كڤد توها سأكن-اكن دي داڤت مليهت ميت ترسبوت 	 Adiwaja menalakan pandangan kepada Tuha seakan-akan dia dapat melihat mayat tersebut
 ڤدحال مريک تله برستوجو اونتوق برساتو دڠنكو  سلطان منصور مڠڬيليڠ 	 Padahal mereka telah bersetuju untuk bersatu denganku  Sultan Mansur menggeleng
 سلطان منصور دليهت برواجه سربا تيدق كنا سڤرتي كاتق دتيمڤا كماراو 	 Sultan Mansur dilihat berwajah serba tidak kena seperti katak ditimpa kemarau
 بلوم سمڤت بربوات اڤ٢ دي ترجروموس كدالم سبواه لوبڠ بسر لاڬي دالم 	 Belum sempat berbuat apa-apa dia terjerumus ke dalam sebuah lubang besar lagi dalam
 اڤابيلا سمڤاي سكيتر دوا دڤا دري اديواج دي تروس مڠڬرق-ڬرقكن تاڠن 	 Apabila sampai sekitar dua depa dari Adiwaja dia terus menggerak-gerakkan tangan
 سإيكور جين برسياڤ سديا اونتوق ممباوا اڠكاو كمانا-مان اڠكاو حاجت 	 Seekor jin bersiap sedia untuk membawa engkau ke mana-mana engkau hajati
 تندڠن جاڬت سوچي ترهنتي تتاڤي دروان اڠين قوات منمڤر توبوه اديواج 	 Tendangan Jagat Suci terhenti tetapi deruan angin kuat menampar tubuh Adiwaja
 لتوڤن برتوبي-توبي ايت تله مڠكوچر-كاچيركن باريسن تنترا جاڬت سوچي 	 Letupan bertubi-tubi itu telah mengkucar-kacirkan barisan tentera Jagat Suci
 تومبڠڽ ايندرا كايڠن سموتر ڤوتيه اكن مميمڤين سلوروه تانه سمننجوڠ 	 Tumbangnya Indera Kayangan Semutar Putih akan memimpin seluruh Tanah Semenanjung
 باڬايمان دڠن ڤوست ڤمرينتهن ايندرا كايڠن سكارڠ نيرنام برتاڽ سوڤن 	 Bagaimana dengan pusat pemerintahan Indera Kayangan sekarang Nirnama bertanya sopan
 ككبالن جاڬت سوچي تله سيرنا كدوا-دوا بله كنيڠ ڤڠليما حمزه تراڠكت 	 Kekebalan Jagat Suci telah sirna Kedua-dua belah kening Panglima Hamzah terangkat
 تاڠن دتڤوق-تڤوقڽ اونتوق ممبرسيهكن كوتورن يڠ موڠكين ماسيه برسيسا 	 Tangan ditepuk-tepuknya untuk membersihkan kotoran yang mungkin masih bersisa
 اڤاكه كالين اد اوروسن دڠن توانكو  نديم دان نيرنام ساليڠ برڤندڠن 	 Apakah kalian ada urusan dengan tuanku  Nadim dan Nirnama saling berpandangan
 بوليهكه كامي إيكوت ڤق كادوق كڤرتنديڠن سابوڠ ايم ايت  بوليه ساڠت 	 Bolehkah kami ikut Pak Kaduk ke pertandingan sabung ayam itu  Boleh sangat
 مريک بردوا براد دأتس سبواه تندو بسر يڠ دڤيكول اوليه سإيكور ڬاجه 	 Mereka berdua berada di atas sebuah tandu besar yang dipikul oleh seekor gajah
 ڤرتمبوڠن ستروسڽ ڤرلو منجادي ڤرتمبوڠن تراخير انتارا كيت دان مريک 	 Pertembungan seterusnya perlu menjadi pertembungan terakhir antara kita dan mereka
 كدوا-دوا سوامي استري ايت برهاتي برلين ساڠت باءيق دان سوک ممبنتو 	 Kedua-dua suami isteri itu berhati berlian sangat baik dan suka membantu
 راج اوڠ مها ڤريتا دريا موڠكين سقدر ماهو برمصليحة دڠنمو ڤق كادوق 	 Raja Ong Maha Perita Deria mungkin sekadar mahu bermuslihat denganmu Pak Kaduk
 ماسيڠ٢ باڬاي مڠرتي بهاوا مريک دلتقكن دسيتو اونتوق ساليڠ برتاروڠ 	 Masing-masing bagai mengerti bahawa mereka diletakkan di situ untuk saling bertarung
 ڤق كادوق سڤرتي دراسوق كڬمبيراءن يڠ ترامت سهيڠݢ دي ترلومڤت-لومڤت 	 Pak Kaduk seperti dirasuk kegembiraan yang teramat sehingga dia terlompat-lompat
 جادي دي ماهو مڠوسهاكن كليچيقن يڠ سام ساعت كالين مڠڬمڤور ايستانڽ 	 Jadi dia mahu mengusahakan kelicikan yang sama saat kalian menggempur istananya
 تيندقن ايت ترلالو ڤانتس سهيڠݢ مڽببكن نيرنام ترسوڠكور مڽمبه بومي 	 Tindakan itu terlalu pantas sehingga menyebabkan Nirnama tersungkur menyembah bumi
 كمودين دي ممبيڠكوقكن توبوه ممبنتيڠ راج اوڠ مها ڤريتا دريا كتانه 	 Kemudian dia membengkokkan tubuh membanting Raja Ong Maha Perita Deria ke tanah
 تتكالا هوجن سرڠن ايت برهنتي ڤڠليما حمزه تروس تومبڠ دسيسي چندانا 	 Tatkala hujan serangan itu berhenti Panglima Hamzah terus tumbang di sisi Cendana
 راج برسيوڠ ايت منجريت سقوات هاتي سبلوم ڤرلاهن-لاهن سواراڽ سيرنا 	 Raja bersiong itu menjerit sekuat hati sebelum perlahan-lahan suaranya sirna
 سماكين لاما سماكين منيڠڬي سهيڠݢ منوتوڤي سبهاڬين توبوه جاڬت سوچي 	 Semakin lama semakin meninggi sehingga menutupi sebahagian tubuh Jagat Suci
 مک تيدكله براد دالم ڤڠتاهوان اڠكاو اكن سياڤا ايهندا دان بونداكو 	 Maka tidaklah berada dalam pengetahuan engkau akan siapa ayahanda dan bondaku
 مات علاءالدين تركبيل-كبيل مليهت سوسوق ايهنداڽ برتوكر منجادي اسڤ 	 Mata Alauddin terkebil-kebil melihat susuk ayahandanya bertukar menjadi asap
 دڠن نام الله تومبڠله دكاو كريس واريثن سلطان منصور دتواجهڽ كباوه 	 Dengan nama Allah tumbanglah dikau Keris warisan Sultan Mansur ditujahnya ke bawah
 كاكي نيرنام دان علاءالدين مولا تربنم سيڤرس بوكو لالي كدالم تانه 	 Kaki Nirnama dan Alauddin mula terbenam separas buku lali ke dalam tanah
 ڤون بڬيتو توبوهڽ تتڤ ترچدرا دان چندانا ترڤلنتيڠ كتمڤت دي برمولا 	 Pun begitu tubuhnya tetap tercedera dan Cendana terpelanting ke tempat dia bermula
 دڠن سيحيرڽ دي بوليه ممبڠكيتكن مريک ڤد بيلا٢ماس سهاج بركالي-كالي 	 Dengan sihirnya dia boleh membangkitkan mereka pada bila-bila masa sahaja berkali-kali
 كليهتن كستوري دأتس كودا دڠن بوسور دتاڠن يڠ دتالااكن سديكيت كأتس 	 Kelihatan Kasturi di atas kuda dengan busur di tangan yang ditalakan sedikit ke atas
 لقسامان كستوري دان جبت مماڤه سلطان علاءالدين برڬرق كسيسي نيرنام 	 Laksamana Kasturi dan Jebat memapah Sultan Alauddin bergerak ke sisi Nirnama
 جاديله للاكي يڠ امڤوه نخودا يڠ عاديل دالم مڠمودي بهترا رومه تڠݢ 	 Jadilah lelaki yang ampuh nakhoda yang adil dalam mengemudi bahtera rumah tangga
 ماسيڠ٢ ماهو مڠتاهوءي اكن نصيب سڠ كنچيل يڠ ميمڠ تركنل دڠن كناكلنڽ 	 Masing-masing mahu mengetahui akan nasib Sang Kancil yang memang terkenal dengan kenakalannya
 اڠكاو ممڤرڬوناكن نام جاڬت سوچي باڬي ممبودوهكن كامي  ايتله هيبورن 	 Engkau mempergunakan nama Jagat Suci bagi membodohkan kami  Itulah hiburan
